age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42.0,3.0,1,1.0,0,0.08543509483094186,1,0,,27,5,0.009268454154253558,1,0.0,0,,0
35.0,1.0,1,1.0,0,0.04522086951852995,0,0,1.0,29,8,0.006620324395895399,12,0.0,0,,0
52.0,2.0,1,2.0,0,0.04820069529268064,1,0,,7,5,0.22641509433962265,2,0.0,0,,0
36.0,0.0,0,0.0,0,0.09648192641709508,1,0,,27,5,0.005627275736511089,5,0.0,0,,0
46.0,1.0,1,1.0,0,0.03994577253996591,1,0,,27,5,0.035749751737835164,1,0.0,0,,0
60.0,0.0,1,0.0,0,0.04938188749144306,0,0,1.0,3,6,0.1949685534591195,1,0.0,0,,1
57.0,9.0,1,2.0,0,0.05119394370545362,1,1,1.0,7,8,0.018205892088712348,2,0.0,0,,0
48.0,0.0,1,0.0,0,0.0578649951007369,1,0,1.0,29,1,0.038728897715988087,3,0.0,0,,0
59.0,7.0,1,2.0,0,0.04446920175568113,1,0,0.0,28,7,0.030784508440913606,2,0.0,0,,0
39.0,0.0,1,0.0,0,0.04777117085676702,0,0,1.0,11,8,0.027143330023171132,2,0.0,0,,0
44.0,3.0,1,1.0,0,0.04202628152642247,1,1,1.0,14,5,0.00198609731876862,10,0.0,0,,0
27.0,0.0,0,0.0,0,0.05045569858122709,0,0,1.0,23,6,0.06653426017874876,3,0.0,0,,0
59.0,4.0,1,1.0,0,0.06021395685963948,0,0,,9,6,0.02416418404501821,2,0.0,0,,0
36.0,1.0,1,1.0,0,0.12442786002872445,1,0,1.0,18,11,0.044356173452499176,2,0.0,0,,0
44.0,5.0,1,1.0,0,0.04722084267325271,0,0,1.0,3,11,0.09433962264150944,1,0.0,0,,1
50.0,5.0,1,1.0,0,0.04446920175568113,0,0,1.0,4,8,0.027143330023171132,4,0.0,0,,0
41.0,0.0,1,0.0,0,0.049422155407309966,1,0,0.0,22,8,0.0016550810989738498,3,0.0,0,,0
47.0,5.0,1,1.0,0,0.07042858485121005,0,1,1.0,14,5,0.07315458457464416,1,0.41857798165137616,1,0.0,0
32.0,1.0,0,0.0,0,0.047945665158856926,0,0,1.0,22,7,0.13339953657729228,4,0.0,0,,0
38.0,3.0,1,1.0,0,0.04828123112441444,1,1,,3,6,0.33962264150943394,6,0.0,0,,0
55.0,3.0,1,,0,0.04477792244399404,0,0,1.0,13,8,0.039390930155577625,2,0.0,0,,0
38.0,0.0,0,0.0,0,0.06289848458409954,0,0,1.0,22,10,0.038066865276398534,4,0.0,0,,0
31.0,0.0,0,0.0,0,0.04530140535026375,1,0,1.0,18,5,0.05660377358490566,1,0.3371559633027523,5,0.0,0
38.0,3.0,1,1.0,0,0.046576556019382286,0,0,,9,6,0.09764978483945712,5,0.0,0,,0
29.0,8.0,0,0.0,0,0.0577710366303808,0,0,1.0,5,2,0.1850380668652764,1,0.0,0,,0
55.0,6.0,1,1.0,0,0.046965812539429004,1,1,,9,5,0.07845084409136048,1,0.0,0,,0
35.0,8.0,1,1.0,0,0.0575831196896686,1,0,1.0,4,5,0.015888778550148957,4,0.10550458715596332,1,1.0,0
40.0,7.0,0,0.0,0,0.08330089528999611,0,0,1.0,2,6,0.02383316782522344,3,0.0,0,,0
34.0,3.0,1,1.0,0,0.06993194722218493,1,1,1.0,19,11,0.14465408805031446,1,0.0,0,,0
32.0,1.0,0,0.0,0,0.1184816311190454,0,0,1.0,22,4,0.10427010923535253,1,0.2098623853211009,1,2.0,1
33.0,3.0,1,1.0,0,0.05640192749090616,1,0,,18,9,0.0029791459781529296,1,0.4288990825688073,6,2.0,0
33.0,0.0,1,0.0,0,0.04813358209956913,1,0,,16,5,0.2644819596160212,1,0.0,0,,1
37.0,5.0,1,1.0,0,0.060482409632085475,0,0,1.0,12,5,0.1297583581595498,2,0.0,0,,0
58.0,0.0,1,0.0,0,0.08109958255593884,0,0,,18,6,0.060906984442237674,1,0.0,0,,0
36.0,5.0,0,1.0,0,0.04446920175568113,0,0,1.0,20,4,0.20953326713008935,1,0.0,0,,0
42.0,3.0,1,1.0,0,0.04755640863881021,1,0,,5,6,0.05660377358490566,7,0.0,0,,0
34.0,1.0,0,1.0,0,0.08109958255593884,1,0,1.0,6,4,0.3114862628268785,1,0.16055045871559634,1,2.0,0
35.0,0.0,1,0.0,0,0.04872417819895035,1,0,,23,5,0.05230056272757365,3,0.0,0,,0
60.0,9.0,1,2.0,0,0.05140870592341042,0,0,,12,6,0.38861304203906,3,0.0,0,,0
50.0,0.0,1,0.0,0,0.038160561603199965,1,0,1.0,8,5,0.16617014233697452,2,0.19610091743119265,3,0.0,0
28.0,7.0,0,0.0,0,0.10593146400719454,0,0,1.0,12,1,0.13406156901688182,2,0.0,0,,1
27.0,3.0,1,1.0,0,0.044482624394303436,1,0,1.0,14,7,0.03707381661701424,3,0.0,0,,0
37.0,0.0,1,0.0,0,0.11300519456114685,0,0,1.0,30,4,0.07944389275074479,1,0.0,0,,1
31.0,1.0,1,0.0,0,0.05300599991946417,1,0,1.0,4,5,0.11519364448857995,4,0.0,0,,1
34.0,6.0,1,1.0,0,0.05891196091327632,0,0,1.0,12,5,0.04899040052962595,1,0.2098623853211009,6,2.0,1
38.0,0.0,1,0.0,0,0.04616045422209098,1,0,,21,5,0.0529625951671632,2,0.0,0,,0
32.0,7.0,1,1.0,0,0.04402625468114522,1,0,,28,5,0.07613373055279707,3,0.0,0,,0
37.0,1.0,1,1.0,0,0.05024093636327029,0,0,1.0,27,8,0.04965243296921549,4,0.0,0,,0
33.0,5.0,1,1.0,0,0.04438866592394733,1,0,,7,5,0.1860311155246607,2,0.0,0,,0
71.0,1.0,1,0.0,0,0.04961007234802217,0,0,1.0,27,10,0.1069182389937107,2,0.21100917431192664,3,2.0,0
27.0,1.0,1,1.0,0,0.04621414477658018,1,0,1.0,7,5,0.08639523336643495,3,0.0,0,,0
38.0,3.0,1,2.0,0,0.07895196037637077,0,0,,9,6,0.05561072492552135,1,0.0,0,,0
34.0,1.0,0,1.0,0,0.04716715211876351,0,0,1.0,22,7,0.0837471036080768,2,0.0,0,,0
54.0,4.0,1,0.0,0,0.04446920175568113,0,0,,13,5,0.20324395895398875,1,0.0,0,,1
30.0,3.0,1,1.0,0,0.044549737587414935,1,0,1.0,28,1,0.07845084409136048,3,0.0,0,,0
35.0,2.0,0,1.0,0,0.050844955101273806,0,1,1.0,21,7,0.3085071168487256,4,0.0,0,,0
33.0,3.0,0,1.0,0,0.053945584623025185,1,0,1.0,7,4,0.10758027143330023,1,0.3704128440366973,1,0.0,0
36.0,0.0,1,1.0,0,0.06896551724137931,1,0,1.0,14,5,0.006620324395895399,1,0.3979357798165137,1,0.0,0
59.0,7.0,1,0.0,0,0.0469523899008067,0,0,1.0,22,6,0.0572658060244952,5,0.15940366972477066,1,0.0,0
,3.0,1,2.0,0,0.10373015127313727,0,0,0.0,13,10,0.03839788149619331,1,0.0,0,,0
64.0,0.0,1,0.0,0,0.05358317338022309,0,0,0.0,22,4,0.04336312479311486,3,0.0,0,,0
53.0,1.0,1,1.0,0,0.04876444611481725,0,0,1.0,9,7,0.05660377358490566,1,0.0,0,,0
35.0,0.0,0,0.0,0,0.08457604595911464,1,0,1.0,25,5,0.05792783846408474,1,0.0,0,,0
58.0,7.0,1,1.0,0,0.06335485429725775,1,0,,30,5,0.017874875868917582,1,0.0,0,,0
40.0,1.0,1,1.0,0,0.06151595280600261,0,0,1.0,17,4,0.11188348229063223,2,0.0,0,,0
41.0,6.0,1,1.0,0,0.053247607414665575,1,0,1.0,13,5,0.044687189672293945,2,0.0,0,,0
48.0,4.0,1,2.0,0,0.11390451134884096,1,0,,18,6,0.027805362462760674,8,0.0,0,,0
44.0,2.0,1,0.0,0,0.09095179930470733,1,1,1.0,28,8,0.06818934127772261,3,0.0,0,,0
39.0,3.0,1,,0,0.04446920175568113,0,0,1.0,2,2,0.24064879179079776,1,0.22247706422018348,3,0.0,0
61.0,0.0,1,0.0,0,0.12521979570744016,0,0,1.0,2,2,0.2204568023833168,3,0.0,0,,1
36.0,2.0,1,2.0,0,0.0468450087918283,1,0,,12,5,0.019529956967891428,5,0.0,0,,0
28.0,0.0,1,0.0,0,0.0940524288264587,0,1,1.0,8,7,0.021847070506454812,2,0.0,0,,0
58.0,4.0,0,1.0,0,0.06648232909625375,0,1,1.0,4,2,0.02250910294604436,6,0.31536697247706424,4,0.0,0
60.0,5.0,1,1.0,0,0.0468047408759614,1,0,1.0,15,5,0.07845084409136048,1,0.41857798165137616,1,0.0,0
66.0,5.0,0,1.0,0,0.181071395014832,0,0,1.0,5,5,0.08871234690499835,4,0.0,0,,0
36.0,0.0,0,0.0,0,0.05104629468060831,0,0,1.0,28,8,0.0671962926183383,8,0.11353211009174312,1,0.0,1
49.0,7.0,1,1.0,0,0.07904591884672689,1,0,1.0,15,5,0.0198609731876862,6,0.0,0,,0
40.0,6.0,1,1.0,0,0.04446920175568113,0,0,,12,6,0.17841774246938102,2,0.0,0,,0
,1.0,0,1.0,0,0.05249593965181675,0,0,1.0,30,4,0.05362462760675273,1,0.0,0,,0
29.0,0.0,0,0.0,0,0.2519697722178226,0,0,1.0,26,5,0.07977490897053956,3,0.11238532110091744,7,2.0,0
44.0,3.0,1,2.0,0,0.04810673682232453,1,1,,9,5,0.029791459781529295,1,0.0,0,,0
54.0,,1,,0,0.07813317942041048,0,0,,20,6,0.009930486593843098,8,0.0,0,,0
47.0,3.0,1,2.0,0,0.04876444611481725,0,0,0.0,30,7,0.06587222773915923,2,0.0,0,,0
33.0,5.0,1,0.0,0,0.05305969047395337,0,0,1.0,24,7,0.10393909301555776,1,0.0,0,,0
30.0,7.0,1,1.0,0,0.06825411739439739,1,0,1.0,13,4,0.050976497848394565,4,0.0,0,,0
27.0,5.0,0,1.0,0,0.044670541335015634,0,1,1.0,21,7,0.0572658060244952,1,0.0,0,,0
49.0,0.0,1,0.0,0,0.07628085529053301,1,1,,17,11,0.017212843429328037,1,0.11926605504587155,2,1.0,0
27.0,6.0,0,1.0,0,0.04716715211876351,1,0,,4,6,0.05561072492552135,2,0.0,0,,0
51.0,3.0,1,1.0,0,0.046616823935249185,1,0,1.0,7,5,0.04369414101290963,1,0.4128440366972477,1,0.0,0
32.0,5.0,1,1.0,1,0.044536314948792635,1,1,1.0,18,5,0.025819265143992052,3,0.4174311926605505,2,1.0,0
30.0,3.0,0,1.0,0,0.045475899652353664,1,0,,16,5,0.039390930155577625,1,0.0,0,,0
33.0,5.0,1,1.0,0,0.11026697628219756,1,0,1.0,20,11,0.03508771929824561,1,0.0,0,,0
27.0,3.0,0,2.0,0,0.0434088133045194,1,0,,30,5,0.12611717974180736,5,0.0,0,,0
,4.0,1,1.0,0,0.062468960148185926,0,0,1.0,18,12,0.13604766633565046,7,0.0,0,,1
37.0,6.0,1,1.0,0,0.05104629468060831,1,0,1.0,2,2,0.02284011916583913,1,0.0,0,,0
36.0,1.0,0,1.0,0,0.0648850351002,1,0,,16,6,0.07911287653095002,2,0.0,0,,0
37.0,3.0,1,1.0,0,0.04622756741520248,1,0,,9,5,0.0440251572327044,2,0.0,0,,0
35.0,0.0,1,0.0,0,0.044576582864659535,1,0,,23,5,0.016881827209533268,4,0.0,0,,0
32.0,6.0,1,1.0,0,0.035986094146387294,1,1,1.0,20,4,0.004634227077126779,5,0.0,0,,0
32.0,5.0,0,1.0,0,0.046026227835867975,0,1,1.0,16,7,0.08308507116848726,2,0.0,0,,0
35.0,5.0,1,2.0,0,0.047006080455295904,1,0,1.0,11,5,0.03012247600132406,1,0.0,0,,0
31.0,3.0,1,2.0,0,0.044496047032925735,1,1,1.0,10,7,0.035749751737835164,1,0.0,0,,0
28.0,3.0,0,1.0,0,0.1012335404893894,1,1,1.0,5,5,0.06653426017874876,2,0.0,0,,0
27.0,6.0,1,1.0,0,0.04519402424128535,1,0,1.0,18,5,0.030784508440913606,1,0.4254587155963303,1,0.0,0
,10.0,0,,0,0.051838230359324035,0,0,1.0,2,9,0.04965243296921549,1,0.0,0,,0
35.0,3.0,1,2.0,0,0.04846914806512664,1,0,1.0,13,5,0.04336312479311486,2,0.4254587155963303,2,0.0,0
69.0,4.0,1,2.0,0,0.05224090951799305,0,0,1.0,14,8,0.074809665673618,1,0.0,0,,0
37.0,2.0,0,0.0,0,0.06416021261459577,1,1,1.0,17,11,0.11420059582919564,1,0.0,0,,0
45.0,5.0,0,1.0,0,0.04446920175568113,1,0,1.0,8,5,0.01125455147302218,1,0.0,0,,0
47.0,0.0,1,0.0,0,0.04593226936551188,1,0,1.0,22,7,0.08738828202581926,1,0.0,0,,0
52.0,0.0,1,0.0,0,0.04432155273083583,1,0,1.0,11,5,0.029791459781529295,4,0.0,0,,0
33.0,6.0,1,1.0,0,0.04567723923168816,1,0,1.0,28,7,0.08573320092684543,2,0.0,0,,0
60.0,3.0,1,2.0,0,0.05108656259647522,0,0,1.0,18,8,0.2207878186031116,4,0.0,0,,1
33.0,0.0,1,1.0,0,0.06993194722218493,1,1,,2,6,0.0638861304203906,1,0.0,0,,0
44.0,5.0,1,1.0,0,0.07672380236506893,1,0,1.0,28,1,0.058258854683879514,2,0.0,0,,0
38.0,2.0,1,1.0,0,0.056120052079837855,0,0,1.0,20,11,0.14829526646805696,2,0.0,0,,0
54.0,2.0,1,1.0,0,0.05323418477604328,1,0,,15,5,0.11519364448857995,1,0.0,0,,0
32.0,8.0,1,2.0,0,0.04446920175568113,0,0,1.0,15,7,0.05660377358490566,4,0.0,0,,0
33.0,1.0,1,1.0,0,0.04446920175568113,1,1,1.0,19,11,0.05263157894736842,2,0.0,0,,0
55.0,6.0,1,1.0,0,0.047395336975342615,1,0,,29,5,0.0648791790797749,2,0.0,0,,0
51.0,3.0,1,2.0,0,0.112253526798298,0,1,,16,6,0.02350215160542866,7,0.0,0,,0
48.0,3.0,1,1.0,0,0.05441537697480571,1,0,1.0,16,4,0.0738166170142337,1,0.0,0,,0
37.0,6.0,0,1.0,0,0.058562972309096524,1,0,1.0,3,2,0.1926514399205561,3,0.0,0,,0
33.0,6.0,0,1.0,0,0.04371753399283231,0,1,1.0,10,7,0.038066865276398534,5,0.0,0,,0
30.0,3.0,1,2.0,0,0.044482624394303436,1,1,0.0,22,7,0.025157232704402517,2,0.0,0,,0
43.0,3.0,1,2.0,0,0.043153783170695695,1,1,1.0,12,5,0.035749751737835164,2,0.3795871559633027,3,1.0,0
49.0,1.0,1,1.0,0,0.10711265620595696,1,0,,19,5,0.041708043694141016,2,0.0,0,,0
54.0,8.0,1,2.0,0,0.051730849250345635,1,0,1.0,3,2,0.07712677921218139,3,0.0,0,,0
31.0,8.0,1,0.0,0,0.14841411524677522,0,0,1.0,26,8,0.1234690499834492,8,0.0,0,,0
54.0,,1,,0,0.056482463322639974,0,0,1.0,7,10,0.10956636875206884,1,0.0,0,,1
36.0,8.0,1,1.0,0,0.04273768137340438,1,0,1.0,29,7,0.038728897715988087,3,0.0,0,,0
30.0,5.0,1,1.0,0,0.04446920175568113,0,0,1.0,15,7,0.0407149950347567,5,0.0,0,,0
27.0,1.0,0,1.0,0,0.046589978658004585,0,0,,1,7,0.2138364779874214,2,0.0,0,,1
30.0,5.0,1,1.0,0,0.046106763667601774,1,0,,16,5,0.034094670638861305,1,0.0,0,,0
30.0,3.0,1,1.0,0,0.05350263754848928,1,0,,20,5,0.2005958291956306,2,0.0,0,,0
35.0,1.0,1,1.0,0,0.04446920175568113,0,0,1.0,25,8,0.0397219463753724,4,0.0,0,,0
33.0,6.0,1,1.0,0,0.04998590622944658,1,0,,8,5,0.07017543859649122,1,0.0,0,,0
43.0,3.0,1,2.0,0,0.043167205809318,1,1,1.0,31,7,0.2459450513075141,4,0.0,0,,0
41.0,3.0,1,1.0,0,0.04155648917464195,1,0,1.0,11,5,0.10228401191658393,1,0.4013761467889908,3,1.0,0
41.0,0.0,1,0.0,0,0.11207903249620813,0,0,1.0,23,4,0.08209202250910294,9,0.213302752293578,5,1.0,1
46.0,5.0,1,1.0,0,0.07442853116065556,0,0,1.0,13,2,0.038728897715988087,1,0.0,0,,1
54.0,3.0,1,1.0,0,0.03195930255969718,1,0,,7,5,0.2631578947368421,1,0.0,0,,0
32.0,0.0,1,0.0,0,0.05672407081784137,1,0,1.0,23,6,0.29096325719960275,1,0.7740825688073395,4,0.0,0
30.0,1.0,0,0.0,0,0.04763694447054402,1,0,,16,5,0.0638861304203906,1,0.0,0,,0
40.0,2.0,1,2.0,0,0.04446920175568113,1,0,1.0,11,7,0.08838133068520357,2,0.0,0,,0
30.0,3.0,1,2.0,0,0.0791130320398384,0,0,,12,5,0.07183051969546507,2,0.0,0,,0
27.0,5.0,1,1.0,0,0.05304626783533107,0,1,1.0,14,7,0.07911287653095002,3,0.0,0,,0
41.0,3.0,1,2.0,0,0.05586502194601415,1,0,,15,5,0.02250910294604436,1,0.0,0,,0
54.0,6.0,1,1.0,0,0.04965034026388908,1,0,1.0,2,8,0.049983449189010265,2,0.0,0,,0
32.0,0.0,0,0.0,0,0.06081797559764299,1,0,0.0,28,1,0.021847070506454812,2,0.0,0,,0
31.0,0.0,1,0.0,0,0.07940833008952901,1,0,1.0,11,2,0.0913604766633565,4,0.0,0,,1
42.0,3.0,1,1.0,0,0.032106951584542485,1,0,,26,5,0.036742800397219465,2,0.0,0,,0
48.0,5.0,1,2.0,0,0.052616743399417465,0,0,,20,6,0.00827540549486925,2,0.0,0,,0
34.0,3.0,1,2.0,0,0.045529590206842864,1,0,1.0,14,5,0.13306852035749753,2,0.0,0,,0
55.0,1.0,1,1.0,0,0.04528798271164145,1,1,1.0,25,8,0.036080767957629926,3,0.0,0,,0
49.0,1.0,1,1.0,0,0.059113300492610835,0,0,0.0,30,7,0.01423369745117511,2,0.0,0,,0
46.0,0.0,1,0.0,0,0.05444222225205031,0,0,,5,6,0.010592519033432637,2,0.0,0,,0
47.0,2.0,1,,0,0.04727453322774191,1,0,,6,5,0.04336312479311486,2,0.0,0,,0
,0.0,0,0.0,0,0.0467778955987168,0,0,1.0,3,7,0.020854021847070508,2,0.0,0,,0
58.0,2.0,1,1.0,0,0.044496047032925735,0,0,,16,6,0.2250910294604436,1,0.0,0,,0
32.0,0.0,0,0.0,0,0.04501952993919545,0,0,1.0,21,8,0.2257530619000331,5,0.0,0,,1
25.0,10.0,0,1.0,0,0.05944886645816835,1,0,1.0,2,3,0.05494869248593181,3,0.0,0,,0
49.0,3.0,1,1.0,0,0.04373095663145461,0,0,,17,6,0.04832836809003641,3,0.0,0,,0
59.0,4.0,1,1.0,0,0.1229245245030268,0,0,1.0,14,5,0.34955312810327704,2,0.0,0,,1
30.0,0.0,0,0.0,0,0.04888524986241796,1,0,,6,6,0.039059913935782856,16,0.0,0,,0
46.0,3.0,1,1.0,0,0.05109998523509752,1,0,,26,5,0.2383316782522344,1,0.0,0,,0
42.0,0.0,1,,0,0.0648581898229554,0,0,1.0,19,10,0.074809665673618,1,0.106651376146789,1,2.0,1
37.0,2.0,1,0.0,0,0.08050898645655763,0,0,,20,6,0.0605759682224429,2,0.0,0,,0
44.0,3.0,1,2.0,0,0.04428128481496893,1,1,,19,5,0.05792783846408474,4,0.0,0,,0
49.0,6.0,1,1.0,0,0.12061583065999115,0,1,1.0,4,8,0.11684872558755377,3,0.0,0,,0
41.0,3.0,1,1.0,0,0.06405283150561737,0,0,,5,6,0.025819265143992052,1,0.0,0,,0
48.0,1.0,1,0.0,0,0.04446920175568113,0,0,0.0,26,8,0.056934789804700424,15,0.0,0,,0
31.0,0.0,1,1.0,0,0.052858350894618863,1,0,1.0,7,4,0.13902681231380334,1,0.15940366972477066,1,0.0,0
37.0,10.0,1,,0,0.04446920175568113,0,0,,18,6,0.036742800397219465,1,0.0,0,,0
51.0,6.0,1,1.0,0,0.05610662944121556,1,0,1.0,3,2,0.0572658060244952,2,0.2431192660550459,3,0.0,0
,4.0,1,1.0,0,0.15593079287526346,0,0,0.0,9,6,0.23435948361469716,1,0.07454128440366972,12,0.0,1
32.0,0.0,0,0.0,0,0.046496020187648486,1,0,,6,5,0.03773584905660377,1,0.0,0,,0
48.0,6.0,1,2.0,1,0.03664380343888002,1,0,,2,6,0.0069513406156901675,7,0.0,0,,0
49.0,3.0,1,0.0,0,0.06841518905786499,0,0,,12,6,0.2479311486262827,1,0.0,0,,0
30.0,0.0,1,0.0,0,0.0865357511979705,1,0,1.0,17,7,0.0397219463753724,1,0.0,0,,0
27.0,7.0,0,1.0,0,0.04512691104817385,1,0,1.0,30,1,0.06752730883813307,2,0.0,0,,0
34.0,1.0,1,1.0,0,0.0398249687923652,0,0,1.0,13,8,0.04369414101290963,4,0.0,0,,0
49.0,0.0,1,1.0,0,0.06625414423967464,1,0,1.0,19,11,0.35650446871896724,2,0.0,0,,1
48.0,0.0,1,0.0,0,0.04527456007301915,0,0,0.0,7,5,0.12313803376365445,2,0.3899082568807339,7,0.0,0
40.0,6.0,1,1.0,0,0.044697386612260234,0,0,1.0,4,6,0.024495200264812972,1,0.0,0,,0
38.0,3.0,1,1.0,0,0.07142186010926029,1,0,1.0,18,11,0.11585567692816948,1,0.0,0,,0
46.0,3.0,1,2.0,0,0.04569066187031046,1,0,1.0,6,5,0.00827540549486925,1,0.40940366972477066,2,0.0,0
41.0,2.0,1,0.0,0,0.0467644729600945,1,0,1.0,19,11,0.06785832505792784,1,0.22018348623853207,4,0.0,0
28.0,0.0,0,0.0,0,0.05825425162078361,1,0,1.0,14,5,0.1420059582919563,1,0.0,0,,0
51.0,6.0,1,,0,0.12233392840364557,1,0,,29,5,0.047335319430652105,2,0.0,0,,0
33.0,3.0,1,2.0,0,0.04637521644004779,1,0,0.0,11,5,0.012247600132406488,2,0.3451834862385321,5,0.0,0
26.0,0.0,0,0.0,0,0.04722084267325271,0,0,,26,5,0.03541873551804038,1,0.0,0,,0
34.0,5.0,0,1.0,0,0.05590528986188105,0,0,1.0,14,4,0.034425686858656074,2,0.0,0,,0
27.0,3.0,1,1.0,1,0.03663038080025771,1,0,1.0,7,5,0.13472360145647136,2,0.0,0,,0
42.0,7.0,1,1.0,0,0.04577119770204427,0,0,1.0,10,7,0.034425686858656074,2,0.0,0,,0
45.0,5.0,1,1.0,0,0.04720742003463041,1,0,1.0,3,6,0.07282356835484939,2,0.0,0,,1
31.0,1.0,0,1.0,0,0.05289861881048576,1,0,,12,5,0.35716650115855675,2,0.0,0,,0
32.0,0.0,0,0.0,0,0.04864364236721655,0,0,,12,5,0.24925521350546176,2,0.0,0,,1
39.0,3.0,1,2.0,0,0.06546220856095891,0,0,,17,6,0.017543859649122806,1,0.0,0,,0
26.0,3.0,0,1.0,0,0.05595898041637025,1,1,1.0,30,7,0.03012247600132406,5,0.0,0,,0
40.0,0.0,0,0.0,0,0.0647239634367324,0,0,1.0,15,3,0.04634227077126779,2,0.14334862385321098,1,0.0,0
52.0,6.0,1,1.0,0,0.032549898659078404,0,0,1.0,16,7,0.04336312479311486,1,0.0,0,,0
40.0,1.0,0,0.0,0,0.04750271808432102,0,0,1.0,15,1,0.056934789804700424,2,0.0,0,,0
48.0,1.0,1,1.0,0,0.04617387686071328,0,1,1.0,7,8,0.17212843429328034,5,0.0,0,,0
31.0,6.0,1,1.0,0,0.05001275150669118,1,0,,13,5,0.02019198940748097,1,0.0,0,,0
27.0,5.0,1,1.0,0,0.0539992751775144,1,1,1.0,6,5,0.21482952664680569,1,0.3841743119266055,2,2.0,1
47.0,1.0,1,1.0,0,0.061019315176977486,1,0,,11,9,0.02879841112214498,1,0.1158256880733945,2,1.0,1
28.0,0.0,0,1.0,0,0.0467644729600945,0,0,1.0,10,3,0.029460443561734526,1,0.0,0,,1
40.0,0.0,1,0.0,0,0.045395363820619865,1,0,1.0,6,5,0.1651770936775902,2,0.32224770642201833,2,0.0,0
34.0,5.0,1,1.0,0,0.06458973705050937,1,0,1.0,13,4,0.06024495200264812,1,0.3761467889908257,2,0.0,0
29.0,7.0,1,0.0,0,0.054549603361028716,1,0,,23,5,0.038728897715988087,2,0.0,0,,0
36.0,0.0,1,0.0,0,0.04528798271164145,0,1,1.0,19,8,0.14829526646805696,2,0.0,0,,0
,4.0,1,2.0,0,0.05017382317015879,0,0,0.0,22,6,0.29096325719960275,1,0.16169724770642202,1,0.0,1
55.0,6.0,1,2.0,0,0.08370357444866512,1,0,,15,5,0.033101621979477,2,0.0,0,,0
43.0,0.0,1,0.0,0,0.04579804297928887,0,0,1.0,29,1,0.006620324395895399,3,0.0,0,,0
,10.0,0,1.0,0,0.05817371578904981,0,0,0.0,19,6,0.024826216484607744,9,0.0,0,,0
44.0,1.0,1,0.0,0,0.059851545616837365,0,0,1.0,4,7,0.057596822244289976,2,0.0,0,,0
58.0,3.0,1,2.0,0,0.05495228251969772,1,0,1.0,15,5,0.023171135385633892,2,0.0,0,,0
29.0,5.0,0,1.0,0,0.06390518248077208,0,0,1.0,10,3,0.070506454816286,1,0.2121559633027523,7,1.0,0
30.0,0.0,0,0.0,0,0.052576475483550565,0,1,1.0,2,2,0.15590863952333664,1,0.0,0,,0
29.0,5.0,0,1.0,0,0.04186520986295486,1,0,1.0,7,5,0.0407149950347567,1,0.0,0,,0
41.0,1.0,1,1.0,0,0.04446920175568113,0,0,1.0,11,3,0.03210857332009268,1,0.0,0,,0
35.0,9.0,1,2.0,0,0.04446920175568113,1,0,1.0,14,7,0.1112214498510427,3,0.0,0,,0
31.0,1.0,0,1.0,0,0.0580797573186937,1,0,1.0,23,7,0.050976497848394565,4,0.0,0,,0
27.0,5.0,0,0.0,0,0.045449054375109064,0,0,1.0,29,1,0.07878186031115525,1,0.0,0,,0
47.0,6.0,1,1.0,0,0.0793277942577952,1,0,,16,5,0.1055941741145316,1,0.0,0,,0
53.0,7.0,1,0.0,0,0.0797304734164642,1,1,,16,6,0.004634227077126779,30,0.0,0,,0
34.0,0.0,1,0.0,0,0.07005275096978564,1,0,1.0,14,7,0.02118503806686528,3,0.0,0,,0
34.0,3.0,1,2.0,0,0.04018738003516732,1,1,1.0,9,7,0.043032108573320085,4,0.0,0,,0
36.0,0.0,1,0.0,0,0.04049610072348022,1,0,1.0,14,5,0.036080767957629926,3,0.0,0,,0
40.0,1.0,1,1.0,0,0.046737627682849885,1,0,1.0,18,8,0.012909632571996028,4,0.0,0,,0
37.0,7.0,0,0.0,0,0.051932188829680134,0,0,,17,6,0.0648791790797749,2,0.0,0,,0
65.0,4.0,1,,0,0.04849599334237125,0,0,1.0,2,8,0.07977490897053956,2,0.0,0,,0
53.0,1.0,1,1.0,0,0.054549603361028716,1,0,,16,5,0.11221449851042703,4,0.0,0,,0
28.0,1.0,0,1.0,0,0.04616045422209098,0,0,1.0,3,3,0.07447864945382324,1,0.0,0,,0
33.0,1.0,1,0.0,0,0.03928806324747319,1,0,,23,5,0.17411453161204898,1,0.0,0,,0
56.0,3.0,1,2.0,0,0.04955638179353297,0,0,1.0,13,8,0.017874875868917582,5,0.0,0,,0
45.0,7.0,1,1.0,0,0.053945584623025185,0,0,1.0,30,4,0.024495200264812972,2,0.2029816513761468,1,2.0,0
39.0,1.0,1,1.0,0,0.16689708862968286,0,0,,5,6,0.047335319430652105,1,0.0,0,,0
28.0,0.0,0,0.0,0,0.06414678997597348,1,0,1.0,25,7,0.01191658391261172,1,0.0,0,,0
36.0,3.0,1,2.0,0,0.04446920175568113,1,0,1.0,18,11,0.20324395895398875,2,0.0,0,,0
41.0,3.0,1,2.0,0,0.057234131085488776,1,0,1.0,20,4,0.006289308176100629,4,0.0,0,,0
46.0,5.0,1,1.0,0,0.04940873276868767,0,0,1.0,20,8,0.09566368752068853,1,0.1043577981651376,4,1.0,1
